name,source,gender,wikidata,type
"Sentier de la Bouteille",,,,way
"Sentier de la Fontaine",,,,way
"Sentier de la Sapinette",,,,way
"Sentier de la Vieille Pairelle",,,,way
"Sentier des Amoureux",,,,way
"Sentier des Bosquets",,,,way
"Sentier des Coteaux",,,,way
"Sentier du Baty de Dave",,,,way
"Sentier du Bois d'Orjo",,,,way
"Sentier du Bois de Ferraire",,,,way
"Sentier du Cornouiller",,,,way
"Sentier du Curé",,,,way
"Sentier du Gué - Sentier 66",,,,way
"Sentier du Moulin",,,,way
"Sentier du Pré de Dhoux",,,,way
"Sentier du Ratintot",,,,way
"Sentier du Ri - Sentier n°i2",,,,way
"Sentier du Ry de Dave",,,,way
"Sentier du Saucy",,,,way
"Sentier i1 (accès limité DNF)",,,,way
"Sentier i16",,,,way
"Sentier i2 (Privé)",,,,way
"Sentier i26",,,,way
"Sentier i27",,,,way
"Sentier i34",,,,way
"Sentier i4",,,,way
"Sentier i50",,,,way
"Sentier i59",,,,way
"Sentier n°64",,,,way
"Sentier privé selon décision de justice (octobre 2020)",,,,way
"Sentier vicinal 26",,,,way
"Sentier vicinal 32",,,,way
"Sentier vicinal 42",,,,way
"Sentier vicinal 45",,,,way
"Sentier vicinal 46",,,,way
"Sentier vicinal 47",,,,way
"Sentier vicinal 48",,,,way
"Sentier vicinal 48b",,,,way
"Sentier vicinal 49",,,,way
"Sentier vicinal 54b",,,,way
"Sentiers des Tombales",,,,way
"Sentiers vicinaux 55b et 30",,,,way
"Sous la Vecquée",,,,way
"Sous les Murailles",,,,way
Sous-la-Ferme,,,,way
Sous-la-Grange,,,,way
"Square Arthur Masson",,,,way
"Square de Béronvaux",,,,way
"Square de Quinaux",,,,way
"Square de la Charité sur Loire",,,,way
"Square de la Renaissance",,,,way
"Square des Gives",,,,way
"Square du Souvenir",,,,way
"Square du Tilloy",,,,way
"Su l'Tîdge",,,,way
"Sur le Crestia",,,,way
"Sur le Fond Barbette",,,,way
"Sur les Ternes",,,,way
"Taille aux Joncs",,,,way
"Taille aux Oruints",,,,way
"Taille des Sarts-Champs",,,,way
"Taille des Sarts-Grand Babin",,,,way
"Terre à l'Îpe",,,,way
"Terre au Baur",,,,way
Terre-au-Pont,,,,way
"Tienne Bara",,,,way
"Tienne Calbalasse",,,,way
"Tienne Hôla",,,,way
"Tienne Maquet",,,,way
"Tienne Saint-Roch",,,,way
"Tienne aux Bruyères",,,,way
"Tienne aux Clochers",,,,way
"Tienne aux Genêts",,,,way
"Tienne aux Pierres",,,,way
"Tienne de Bouge",,,,way
"Tienne de Ronet",,,,way
"Tienne des Biches",,,,way
Tienne-aux-Baloûches,,,,way
"Traverse des Muses",,,,way
"Trieu Colin",,,,way
"Trieu Josse",,,,way
"Trieu Martin",,,,way
"Trieu do Mont",,,,way
"Trieux des Mines",,,,way
Trieux-Scieurs,,,,way
"Trou Perdu",,,,way
"Try Jaucquet",,,,way
"Tunnel du Nord",,,,way
"Urée do Bol",,,,way
"Val Joli",,,,way
"Val des Rois",,,,way
"Venelle de l'Hôtel de Ville",,,,way
"Venelle de la Grande Forge",,,,way
"Venelle des Capucins",,,,way
"Vevy Wéron",,,,way
"Vieille Montagne de Saint-Marc",,,,way
"Vieux Chemin de Namur",,,,way
"Vieux Tienne",,,,way
"Voie de la Chasse",,,,way
"Voie des Forts",,,,way
"Voie du Tram",,,,way
"Vôye dès Tèrouleûs",,,,way
"Vôye dès Vatches",,,,way
"Vôye do P'tit Vèvî",,,,way
"route des diligences",,,,way
sentier,,,,way
"sentier 23",,,,way
"sentier 27",,,,way
"sentier 30",,,,way
"sentier 33",,,,way
"voie alpine",,,,way
"voie alpine bleue",,,,way
"voie alpine jaune",,,,way
